1.017031956968000028e-01 1.020445705977000017e+01
1.030254086968000055e-01 9.417362083891999802e+00
1.045153151898000066e-01 8.690977687456999945e+00
1.054183723207999940e-01 8.138536175008999507e+00
1.067888852271999950e-01 7.510790779358000435e+00
1.074015973746999947e-01 7.033367781964000365e+00
1.083295932211000012e-01 6.586292150798000122e+00
1.092661295557000034e-01 6.212806145223000343e+00
1.105283318409999993e-01 5.817889468775000239e+00
1.118035116106999988e-01 5.330104009228000095e+00
1.130939437956999943e-01 4.918979922760000179e+00
1.140705787854000008e-01 4.572814294395000090e+00
1.153877288423000025e-01 4.251009538435999602e+00
1.165520088954000028e-01 3.951851296042999895e+00
1.177280367145999984e-01 3.673745853739999845e+00
1.190868495592000004e-01 3.390380762662000169e+00
1.201146628788000020e-01 3.128872320909999782e+00
1.215016027604999965e-01 2.908682755177999901e+00
1.230812089624999939e-01 2.684328870435999992e+00
1.246807552763000010e-01 2.459268460011999835e+00
1.263016926947000129e-01 2.269579009815999804e+00
1.281282101956000008e-01 2.094520775406000013e+00
1.296070614754999961e-01 1.932965214972999890e+00
1.311042347519000006e-01 1.810096388787000077e+00
1.326187028253000000e-01 1.695037712690999898e+00
1.339581265002000032e-01 1.598917946043000082e+00
1.353110780994999929e-01 1.508248801212999979e+00
1.370721824656999932e-01 1.422721192160999903e+00
1.386562527517999910e-01 1.342043560051999984e+00
1.396535771293999917e-01 1.265940879351000081e+00
1.412668040728000118e-01 1.185471417892999924e+00
1.431047396317000064e-01 1.110116993267999952e+00
1.445493794483999894e-01 1.039552468446000022e+00
1.457997416707000060e-01 9.877848803995999960e-01
1.481236522691999902e-01 9.317709926307999879e-01
1.491904996229000135e-01 8.918550893666999935e-01
1.506987357328999910e-01 8.536491334457999569e-01
1.520015638649999945e-01 8.052416231633999777e-01
1.537588999155999891e-01 7.651422362724999982e-01
1.555358097175000009e-01 7.217536481292999850e-01
1.575601435519999871e-01 6.808254777904999555e-01
1.586941979527999869e-01 6.469217606281000288e-01
1.602985113669999906e-01 6.192084419897999625e-01
1.616851046797999902e-01 5.883731272629000308e-01
1.640256726840000068e-01 5.550085081330999870e-01
1.659220230932000051e-01 5.273702188853000017e-01
1.675986049581000004e-01 5.011082599482999944e-01
1.697783159829999999e-01 4.658435387241000036e-01
1.722368651928999905e-01 4.426454826963999722e-01
1.744785670518000098e-01 4.175445777512999945e-01
1.767486004455000037e-01 3.910033799318999859e-01
1.787903355037999964e-01 3.661492718728999729e-01
1.816418213102999890e-01 3.504638952815999908e-01
1.840050514021999983e-01 3.281866773056000275e-01
1.861341685967999870e-01 3.164282171637000096e-01
1.885576481683000072e-01 3.006707387395000097e-01
1.901905029045999895e-01 2.898981353958999807e-01
1.923865944330999944e-01 2.694970010596999810e-01
1.954549238359999941e-01 2.579520867949999796e-01
1.977136924027000087e-01 2.433245099549999901e-01
2.002879381639000034e-01 2.312074467232000108e-01
2.031873242305000105e-01 2.180964665602999897e-01
2.061316374956000119e-01 2.102823815092000059e-01
2.085147876984000115e-01 1.998107487347000055e-01
2.115342773405000099e-01 1.898605818680000057e-01
2.142874439299999878e-01 1.790942403947999861e-01
2.177019435661000091e-01 1.677101249831000063e-01
2.214887409866999890e-01 1.559077834998000012e-01
2.250233646741000015e-01 1.514227758214000130e-01
2.282797319794999946e-01 1.417975955134999910e-01
2.319171875740000111e-01 1.327842392555000084e-01
2.362949024259000108e-01 1.261718555563000055e-01
2.404074113548000102e-01 1.190170829970999961e-01
2.442404464035000111e-01 1.130902755390000014e-01
2.481345950326999950e-01 1.074586109777000004e-01
