6.065202384442999750e-02 7.681345748362999881e-01
6.175451398613000104e-02 6.845421273031999654e-01
6.265091772186000274e-02 6.304595303130999806e-01
6.378974236083000127e-02 5.806430293505000506e-01
6.471568865467000609e-02 5.260435289278999615e-01
6.589204525800999857e-02 4.844775810672000138e-01
6.660809833578999750e-02 4.536075960279000174e-01
6.757495475362999826e-02 4.317441768368999733e-01
6.855584567111999705e-02 4.042295803720000191e-01
6.930084643865999650e-02 3.722975310407999894e-01
7.056054883880000239e-02 3.485673677416000205e-01
7.158477744157000500e-02 3.263535407143999811e-01
7.288599554482000364e-02 3.005663320301000252e-01
7.394397939850000379e-02 2.768199369500000118e-01
7.501732052109999493e-02 2.591784972566000267e-01
7.610624183257999609e-02 2.387019689956000057e-01
7.745080022872000147e-02 2.238964013413000109e-01
7.870078797960000649e-02 2.111649558212999878e-01
7.958776348651999677e-02 1.991605358425999894e-01
8.061369683878999437e-02 1.878375826055999898e-01
8.152223125697999340e-02 1.771592897960000135e-01
8.283792832137000517e-02 1.658682641197999907e-01
8.430973373109999780e-02 1.541647450939999942e-01
8.567041863211999342e-02 1.464654416080000132e-01
8.705306378990999849e-02 1.371306499424000125e-01
8.831651326115000367e-02 1.293336406604000122e-01
8.988565827262000318e-02 1.219786997484999941e-01
9.148268273694999675e-02 1.133719898343999999e-01
9.281042172853999628e-02 1.069258564758999996e-01
9.445941131033999683e-02 1.008452006441000054e-01
9.567704900053000672e-02 9.511180830187999924e-02
9.722119236557000277e-02 9.036172956778999732e-02
9.863221753504999856e-02 8.460307335010999741e-02
1.005454918858000035e-01 8.096682845630000236e-02
1.016786620982000067e-01 7.692436708984999594e-02
1.033196662166000063e-01 7.361891144094000194e-02
1.048192019246999979e-01 6.943306869842000295e-02
1.063405012274999950e-01 6.548522566443000514e-02
1.075389824930999966e-01 6.267228019295000008e-02
1.094496586700000051e-01 6.086245227274000164e-02
1.110381623636999965e-01 5.824748023193999924e-02
1.122895873224000057e-01 5.533933632882000186e-02
1.137370665289999944e-01 5.335059183798999960e-02
1.153877957545000055e-01 5.068641483176000023e-02
1.168752127006000008e-01 4.886488362189000262e-02
1.183818033309999990e-01 4.710881326499000155e-02
1.199078148057999976e-01 4.443051714876999903e-02
1.222337946150000021e-01 4.252089100029000229e-02
1.244055577652000005e-01 4.039710253915999860e-02
1.264133539776000070e-01 3.837958840379000064e-02
1.284535542539000097e-01 3.619720567714999893e-02
1.309453048883000015e-01 3.438908891351000197e-02
1.326332673303000087e-01 3.315323905230999763e-02
1.352060963183999986e-01 3.149717400037999743e-02
1.376083421014999975e-01 3.014357886082999829e-02
1.398292196333000004e-01 2.863814672287999866e-02
1.420859401737999961e-01 2.760868573057000119e-02
1.446104221306999948e-01 2.642219887895999944e-02
1.469443070715999999e-01 2.510262008802000011e-02
1.490769914251000028e-01 2.402407909550999948e-02
1.514829628633999892e-01 2.316048088349999950e-02
1.541744044378000056e-01 2.200368569654000128e-02
1.569136656324000012e-01 2.075238087503999962e-02
1.602137887654999926e-01 2.015289346130999873e-02
1.630603534465999982e-01 1.914631806778999829e-02
1.659574938649999998e-01 1.819001803669999945e-02
1.689061086144000023e-01 1.740829965135000032e-02
1.716321045523999944e-01 1.678252014099999856e-02
1.749614355925999953e-01 1.582805089095000103e-02
