6.111055872037000208e-02 1.807592362122999896e+00
6.189597223427999867e-02 1.693010115529000048e+00
6.299388367482000595e-02 1.597239547542999905e+00
6.411059099469000599e-02 1.485129431647000064e+00
6.503731012694999314e-02 1.351103535180000037e+00
6.608427253387000322e-02 1.256276126783999914e+00
6.757839503062999797e-02 1.134593194018000073e+00
6.888629444931000656e-02 1.047307158001000049e+00
6.999558791889000375e-02 9.809088982443000537e-01
7.078094356000000364e-02 9.054692463836000460e-01
7.192036625273999506e-02 8.419187487492999500e-01
7.226499122665000496e-02 8.118445362806000487e-01
7.331074673111999396e-02 7.548689732154999499e-01
7.449168268193000209e-02 7.121710304396999813e-01
7.545067282803000208e-02 6.867139382390999858e-01
7.629844682684999713e-02 6.478810391635999588e-01
7.703262962777999989e-02 6.157083313141999970e-01
7.827269117351000338e-02 5.724947478502999676e-01
7.940580525925999833e-02 5.362018840858999713e-01
8.068449707923999736e-02 5.022072038149000273e-01
8.185252565690999405e-02 4.703701647888000048e-01
8.303658389354999503e-02 4.341905272268999916e-01
8.397048339731000288e-02 4.156387247182000144e-01
8.504925006947000599e-02 3.864710198190999813e-01
8.614415610212000640e-02 3.726563208718999820e-01
8.795264903963000147e-02 3.464960507943999901e-01
8.922636738851999483e-02 3.268987378989000048e-01
9.022844923428000041e-02 3.061783834371000212e-01
9.168142083489000393e-02 2.867669703858999886e-01
9.285974138057000171e-02 2.685889760522999770e-01
9.435658408060999813e-02 2.571089315100000272e-01
9.541678746385999499e-02 2.425697112717999926e-01
9.679860045429000692e-02 2.288503210511000086e-01
9.835893517318999857e-02 2.190687882502999895e-01
9.930539531130000430e-02 2.081901921851999904e-01
1.004222675988000052e-01 1.992947808681000132e-01
1.015527765356000062e-01 1.935743620683000044e-01
1.026943810400999940e-01 1.839608342059000090e-01
1.041821387581000069e-01 1.748229526468000061e-01
1.055222401414999955e-01 1.661398285756000015e-01
1.067090323129000068e-01 1.590411170762000004e-01
1.080816372863999952e-01 1.511418468083000066e-01
1.098238477145000030e-01 1.446817338167999956e-01
1.114160715028000015e-01 1.395092605766999894e-01
1.132102327581999968e-01 1.306645085367000025e-01
1.152177470841000001e-01 1.223798778078999949e-01
1.165154338093000036e-01 1.197347060244000061e-01
1.180148039819999967e-01 1.146181739585000053e-01
1.193427299425000032e-01 1.105216272356999985e-01
1.212664623529000063e-01 1.057977058663999992e-01
1.228263204618999932e-01 1.005429347246000055e-01
1.246063940759999933e-01 9.624601659159000289e-02
1.262105504026999891e-01 9.280562992379999543e-02
1.280403482550999950e-01 8.948776370359999566e-02
1.301035921456999978e-01 8.504220444386000055e-02
1.322007831270000100e-01 8.140732594162000679e-02
1.341152969597000089e-01 7.680304593667999780e-02
1.362764326553000116e-01 7.298763612075999385e-02
1.391381291181000013e-01 6.835923928537999961e-02
1.422892253553000030e-01 6.496196741739000691e-02
1.450469037801999928e-01 6.218472188665000178e-02
1.478548968328000091e-01 5.781968481492000267e-02
1.509629289456000112e-01 5.575144732634999822e-02
1.538895254330999995e-01 5.375746726815999743e-02
1.568720269052999994e-01 5.145923506168000039e-02
1.594007088166000119e-01 4.925976165326000078e-02
1.627497200333999916e-01 4.681192287152000087e-02
1.651083877949000023e-01 4.481131486480000037e-02
1.685791025453000080e-01 4.320839292545999855e-02
